10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
14.095,14.097,13.683,13.998,14.09,13.882,14.1,14,14.03,14.026,14.025,14.014,14.078,14.102,14.068,14.042,13.997,13.983,14.04
10.414,10.059,9.7195,9.9051,10.176,10.01,10.095,9.9058,10.011,10.229,9.9638,9.9872,10.117,10.155,10.077,10.134,9.9754,9.9391,10.028
