0.98,1.73,2.98,3.55,4.28,0.55,1.72,2.94,3.72,4.72,1,2,2.97,3.56,4.93,0.98,1.56,3,3.58,4.73,1,2,2.95,3.55,4.38,0.39,1.76,2.51,3.73,4.58,0.58,1.56,3,3.58,4.81,0.3,1.31,3,3.75,4.97,0.95,1.73,2.75,3.8,4.9,1,1.8,2.75,4,4.68
1.7467,1.3033,1.7033,2.5833,1.7433,1.02,2.0533,1.8333,2.69,3.5533,1.6367,2,3,2.1767,1.3333,1.6667,1.08,2.25,1.9133,2.8333,2.1367,1.8333,1.4967,1.8833,1.2167,1.6733,2,0.84,2.25,2.58,0.99333,2.1667,1.5,2.7467,1.9967,2.2467,0.99667,2.1367,1.75,2.0533,2.3333,1.97,2.2833,2.5833,1.6667,2.0833,1.4667,2.68,1.8333,3
