0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
13.894,14.21,14.218,13.985,14.006,14.176,14.001,14.106,14.179,13.961,14.004,13.912,13.875,13.975,13.954,14.111,13.927,13.842,14.022,13.989,13.942
9.898,10.198,10.23,9.955,9.968,9.9092,10.15,10.134,10.242,9.9972,9.899,10.026,9.846,10.089,9.9162,10.015,10.086,9.8532,9.9263,10.091,9.8085
