5,10,15,20,25,30,35,40,45,50,55,60
13.95,14.251,14.155,14.065,13.89,13.935,13.895,14.077,13.996,13.933,13.974,14.087
9.7033,10.123,10.062,10.136,9.9543,9.8693,9.9028,10.194,9.9998,10.038,10.044,10.052
