0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
15,14.798,14.395,14.294,14.079,13.555,13.651,13.41,13.034,12.944,12.765,12.237,12.142,11.962,11.566,11.318,10.899,10.641,10.524,10.393,10.05
10.892,10.705,10.524,10.332,10.016,9.6098,9.8843,9.647,8.9632,9.0047,8.7637,8.103,8.0848,8.0803,7.6883,7.3528,6.7785,6.4507,6.3762,6.5645,6.125
