0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
10.04,10.573,9.9307,11.264,10.849,10.83,9.9213,9.8147,10.352,10.675,10.203,10.851,10.395,9.9733,10.242,10.964,11.345,9.9793,10.596,10.353,10.574
6.772,7.4367,6.4633,7.713,7.5207,7.442,6.7577,6.9547,6.787,7.4657,6.9993,7.0253,7.2207,6.614,6.899,7.6917,7.609,6.723,6.9683,7.1643,7.295
