0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,1.5
14.113,13.919,14.099,13.899,12.455,11.349,10.626,10.827,10.324,10.211,10.583,10.323,10.349,10.098,10.431,10.188,9.8137,10.392,10.146,10.3,10.224,10.118,10.153,9.8552,10.363,10.201,10.05,10.155,10.127,10.282,10.057
10.277,9.8575,10.136,10.141,10.01,10.165,10.056,9.9222,10.058,9.9167,9.9138,9.8505,10.206,10.028,10.269,10.25,10.079,9.953,9.9532,10.025,9.923,10.263,9.8968,9.9928,10.082,10.189,10.029,10.014,9.8655,9.838,10.081
